Institution	Code	Course	EOS	Mid
"CORK IT"	CR340	Analytical Chemistry with Quality Assurance                 	295	315
"CORK IT"	CR360	Instrument Engineering                                      	320	415
"CORK IT"	CR365	Environmental Science and Sustainable Technology            	310	350
"CORK IT"	CR400	Accounting                                                  	325	385
"CORK IT"	CR420	Marketing                                                   	295	340
"CORK IT"	CR500	Engineering (Level 8 - Common Entry)                        	310	425
"CORK IT"	CR510	Sustainable Energy                                          	300	360
"CORK IT"	CR520	Biomedical Engineering                                      	390	460
"CORK IT"	CR522	Building Energy Systems                                     	260	320
"CORK IT"	CR560	Architectural Technology                                    	285	340
"CORK IT"	CR565	Interior Architecture                                       	280	330
"CORK IT"	CR570	Quantity Surveying                                          	280	340
"CORK IT"	CR572	Construction Management                                     	255	315
"CORK IT"	CR580	Electrical Power Systems                                    	305	380
"CORK IT"	CR590	Electronic Systems Engineering                              	330	390
"CORK IT"	CR600	Visual Communications                                       	595#	790
"CORK IT"	CR660	Tourism                                                     	260	315
"CORK IT"	CR700	Theatre & Drama Studies                                     	685#	930
"UNIVERSITY COLLEGE CORK"	CK101	Arts                                                        	330	390
"UNIVERSITY COLLEGE CORK"	CK102	Social Science                                              	390	420
"UNIVERSITY COLLEGE CORK"	CK103	Music                                                       	370#	420
"UNIVERSITY COLLEGE CORK"	CK104	Arts with Music                                             	335#	465
"UNIVERSITY COLLEGE CORK"	CK106	Applied Psychology                                          	510	540
"UNIVERSITY COLLEGE CORK"	CK111	Early Years and Childhood Studies                                     	395	430
"UNIVERSITY COLLEGE CORK"	CK112	Drama and Theatre Studies                                   	355#	460
"UNIVERSITY COLLEGE CORK"	CK114	Social Science (Youth & Community Work) - Mature App's only 	999
"UNIVERSITY COLLEGE CORK"	CK115	Social Work - Mature Applicants only                        	999
"UNIVERSITY COLLEGE CORK"	CK116	Sports Studies and Physical Education                       	475*	495
"UNIVERSITY COLLEGE CORK"	CK201	Commerce                                                    	430	470
"UNIVERSITY COLLEGE CORK"	CK202	Accounting                                                  	430	505
"UNIVERSITY COLLEGE CORK"	CK203	Business Information Systems                                	410*	455
"UNIVERSITY COLLEGE CORK"	CK204	Finance                                                     	420	485
"UNIVERSITY COLLEGE CORK"	CK205	Commerce (International) with French                        	485	525
"UNIVERSITY COLLEGE CORK"	CK206	Commerce (International) with German                        	405	480
"UNIVERSITY COLLEGE CORK"	CK207	Commerce (International) with Italian                       	385	410
"UNIVERSITY COLLEGE CORK"	CK208	Commerce (International) with Hispanic Studies              	430	480
"UNIVERSITY COLLEGE CORK"	CK209	Commerce (International) with Irish                         	430*	505
"UNIVERSITY COLLEGE CORK"	CK210	Government                                                  	330	375
"UNIVERSITY COLLEGE CORK"	CK211	Commerce (International) with Chinese Studies               	355	430
"UNIVERSITY COLLEGE CORK"	CK301	Law                                                         	470	495
"UNIVERSITY COLLEGE CORK"	CK302	Law and French                                              	500	540
"UNIVERSITY COLLEGE CORK"	CK304	Law and Irish                                               	525	545
"UNIVERSITY COLLEGE CORK"	CK305	Law (Clinical)                                              	530	545
"UNIVERSITY COLLEGE CORK"	CK306	Law (International)                                         	550	570
"UNIVERSITY COLLEGE CORK"	CK401	Computer Science                                            	340	395
"UNIVERSITY COLLEGE CORK"	CK402	Biological and Chemical Sciences                            	410	475
"UNIVERSITY COLLEGE CORK"	CK404	Environmental and Earth System Sciences                     	390	440
"UNIVERSITY COLLEGE CORK"	CK405	Genetics                                                    	465	500
"UNIVERSITY COLLEGE CORK"	CK406	Chemical Sciences                                           	380	440
"UNIVERSITY COLLEGE CORK"	CK407	Mathematical Sciences                                       	520	565
"UNIVERSITY COLLEGE CORK"	CK408	Physics and Astrophysics                                    	460	515
"UNIVERSITY COLLEGE CORK"	CK502	Food Marketing and Entrepreneurship                         	435	460
"UNIVERSITY COLLEGE CORK"	CK504	Nutritional Sciences                                        	490	510
"UNIVERSITY COLLEGE CORK"	CK505	Food Science                                                	405	430
"UNIVERSITY COLLEGE CORK"	CK506	International Development and Food Policy                   	335	375
"UNIVERSITY COLLEGE CORK"	CK601	Process and Chemical Engineering                            	405	520
"UNIVERSITY COLLEGE CORK"	CK602	Civil and Environmental Engineering                         	395	460
"UNIVERSITY COLLEGE CORK"	CK603	Energy Engineering                                          	400	510
"UNIVERSITY COLLEGE CORK"	CK605	Electrical and Electronic Engineering                       	410	505
"UNIVERSITY COLLEGE CORK"	CK606	Architecture - Joint UCC and CIT programme                  	400	460
"UNIVERSITY COLLEGE CORK"	CK701	Medicine - (Undergraduate Entry)                            	738#*	
"UNIVERSITY COLLEGE CORK"	CK702	Dentistry                                                   	575*	590
"UNIVERSITY COLLEGE CORK"	CK703	Pharmacy                                                    	565*	580
"UNIVERSITY COLLEGE CORK"	CK704	Occupational Therapy                                        	530	540
"UNIVERSITY COLLEGE CORK"	CK705	Speech and Language Therapy                                 	525*	545
"UNIVERSITY COLLEGE CORK"	CK706	Public Health                                               	375	410
"UNIVERSITY COLLEGE CORK"	CK710	General Nursing                                             	450*	475
"UNIVERSITY COLLEGE CORK"	CK711	Mature Applicants General Nursing                           	229#	234
"UNIVERSITY COLLEGE CORK"	CK712	Children's and General Nursing (Integrated)                 	525*	550
"UNIVERSITY COLLEGE CORK"	CK713	Mature Applicants Children's and General Nursing (Integrated	232#*	236
"UNIVERSITY COLLEGE CORK"	CK720	Psychiatric Nursing                                         	430	455
"UNIVERSITY COLLEGE CORK"	CK721	Mature Applicants Psychiatric Nursing                       	220#	228
"UNIVERSITY COLLEGE CORK"	CK730	Intellectual Disability Nursing                             	425	435
"UNIVERSITY COLLEGE CORK"	CK731	Mature Applicants Intellectual Disability Nursing           	206#*	213
"UNIVERSITY COLLEGE CORK"	CK740	Midwifery                                                   	455	480
"UNIVERSITY COLLEGE CORK"	CK741	Mature Applicants Midwifery                                 	233#*	238
"UNIVERSITY COLLEGE CORK"	CK791	Medicine - (Graduate Entry)                                 	55#*	57
"ALL HALLOWS"	AH001	Theology and Philosophy                                     	250	285
"ALL HALLOWS"	AH002	Theology and Psychology                                     	315	340
"ALL HALLOWS"	AH003	Theology and English Literature                             	295	345
"AMERICAN COLLEGE"	AC120	International Business                                      	295	345
"AMERICAN COLLEGE"	AC121	Accounting and Finance                                      	275	320
"AMERICAN COLLEGE"	AC137	Liberal Arts                                                	280	280
"CHURCH OF IRELAND COLLEGE"	CE001	Education - Primary Teaching                                	435***	460
"MARINO INSTITUTE of EDUCATION"	CM001	Education - Primary Teaching                                	465	470
"MARINO INSTITUTE of EDUCATION"	CM002	Education - Primary Teaching - Gaeltacht Applicants         	435#	490
"MARINO INSTITUTE of EDUCATION"	CM010	Arts - Education Studies                                    	310	350
"DUBLIN BUSINESS SCHOOL	"	DB512	Business Studies                                            	220	295
"DUBLIN BUSINESS SCHOOL	"	DB514	Business and Law                                            	195	300
"DUBLIN BUSINESS SCHOOL	"	DB515	Business with Human Resource Management                     	305	320
"DUBLIN BUSINESS SCHOOL	"	DB516	Business with Financial Services                            	235	275
"DUBLIN BUSINESS SCHOOL	"	DB517	Marketing with Event Management                             	235	300
"DUBLIN BUSINESS SCHOOL	"	DB518	Marketing with Digital Media                                	205	335
"DUBLIN BUSINESS SCHOOL	"	DB519	Business Management with Leisure and Recreation             	200	270
"DUBLIN BUSINESS SCHOOL	"	DB520	Business Studies (with work placement)                      	255	325
"DUBLIN BUSINESS SCHOOL	"	DB521	Accounting and Finance                                      	230	325
"DUBLIN BUSINESS SCHOOL	"	DB525	Marketing with Digital Media and Cloud Computing            	260	320
"DUBLIN BUSINESS SCHOOL	"	DB526	Business Information Systems with Cloud Computing           	285	335
"DUBLIN BUSINESS SCHOOL	"	DB531	Marketing                                                   	100	325
"DUBLIN BUSINESS SCHOOL	"	DB553	Film Literature and Drama                                   	250	310
"DUBLIN BUSINESS SCHOOL	"	DB561	Arts (General)                                              	210	300
"DUBLIN BUSINESS SCHOOL	"	DB562	Psychology                                                  	235	335
"DUBLIN BUSINESS SCHOOL	"	DB565	Journalism                                                  	210	315
"DUBLIN BUSINESS SCHOOL	"	DB566	Social Science                                              	225	300
"DUBLIN BUSINESS SCHOOL	"	DB567	Film Studies                                                	220	300
"DUBLIN BUSINESS SCHOOL	"	DB568	Law                                                         	230	325
"DUBLIN BUSINESS SCHOOL	"	DB569	Business and Psychology                                     	235	340
"DUBLIN CITY UNIVERSITY"	DC110	Business Studies International                              	415	445
"DUBLIN CITY UNIVERSITY"	DC111	Business Studies                                            	425	450
"DUBLIN CITY UNIVERSITY"	DC112	European Business (French)                                  	480	490
"DUBLIN CITY UNIVERSITY"	DC113	European Business (German)                                  	405	435
"DUBLIN CITY UNIVERSITY"	DC114	European Business (Spanish)                                 	405	440
"DUBLIN CITY UNIVERSITY"	DC115	Accounting and Finance                                      	450	480
"DUBLIN CITY UNIVERSITY"	DC116	European Business (Transatlantic Studies)                   	550	575
"DUBLIN CITY UNIVERSITY"	DC117	Aviation Management/ AM with Pilot Studies                  	425	460
"DUBLIN CITY UNIVERSITY"	DC118	Gno agus Gaeilge                                            	340	360
"DUBLIN CITY UNIVERSITY"	DC120	Enterprise Computing                                        	350	375
"DUBLIN CITY UNIVERSITY"	DC121	Computer Applications                                       	390	420
"DUBLIN CITY UNIVERSITY"	DC126	Actuarial Mathematics                                       	515	540
"DUBLIN CITY UNIVERSITY"	DC127	Actuarial Financial and Mathematical Sciences (common entry)	450	500
"DUBLIN CITY UNIVERSITY"	DC131	Communication Studies                                       	425	465
"DUBLIN CITY UNIVERSITY"	DC132	Journalism                                                  	410	460
"DUBLIN CITY UNIVERSITY"	DC133	Multimedia                                                  	430	460
"DUBLIN CITY UNIVERSITY"	DC155	Applied Language and Intercultural Studies - common entry   	350	445
"DUBLIN CITY UNIVERSITY"	DC156	Languages for International Comm. - English Stream - non-nat	#	666
"DUBLIN CITY UNIVERSITY"	DC161	Analytical Science                                          	460*	480
"DUBLIN CITY UNIVERSITY"	DC162	Chemical and Pharmaceutical Sciences                        	470	495
"DUBLIN CITY UNIVERSITY"	DC166	Environmental Science and Health                            	405	420
"DUBLIN CITY UNIVERSITY"	DC167	Physics with Astronomy                                      	415	440
"DUBLIN CITY UNIVERSITY"	DC168	Genetics and Cell Biology                                   	485	495
"DUBLIN CITY UNIVERSITY"	DC170	Horticulture                                                	380	425
"DUBLIN CITY UNIVERSITY"	DC171	Applied Physics                                             	410	495
"DUBLIN CITY UNIVERSITY"	DC173	Physics with Biomedical Sciences                            	415	465
"DUBLIN CITY UNIVERSITY"	DC181	Biotechnology                                               	465	480
"DUBLIN CITY UNIVERSITY"	DC191	Electronic Engineering                                      	380	425
"DUBLIN CITY UNIVERSITY"	DC192	Information and Communications Engineering                  	425	425
"DUBLIN CITY UNIVERSITY"	DC193	Mechatronic Engineering                                     	380	450
"DUBLIN CITY UNIVERSITY"	DC195	Mechanical and Manufacturing Engineering                    	345	420
"DUBLIN CITY UNIVERSITY"	DC196	Manufacturing Engineering with Business Studies             	330	370
"DUBLIN CITY UNIVERSITY"	DC197	Biomedical Engineering                                      	380	435
"DUBLIN CITY UNIVERSITY"	DC199	Digital Media Engineering                                   	350	475
"DUBLIN CITY UNIVERSITY"	DC200	Common Entry into Engineering (Undenominated Entry)         	370	445
"DUBLIN CITY UNIVERSITY"	DC201	Common Entry into Science (Undenominated Entry)             	435	460
"DUBLIN CITY UNIVERSITY"	DC202	Sport Science and Health                                    	475	485
"DUBLIN CITY UNIVERSITY"	DC203	Science Education                                           	440	455
"DUBLIN CITY UNIVERSITY"	DC204	Athletic Therapy and Training                               	520	530
"DUBLIN CITY UNIVERSITY"	DC205	Physical Education with Biology                             	505	515
"DUBLIN CITY UNIVERSITY"	DC206	Physical Education with Mathematics                         	500	540
"DUBLIN CITY UNIVERSITY"	DC208	Psychology                                                  	500	510
"DUBLIN CITY UNIVERSITY"	DC209	Health and Society                                          	430	450
"DUBLIN CITY UNIVERSITY"	DC211	Music Performance at the Royal Irish Academy of Music       	195#	450
"DUBLIN CITY UNIVERSITY"	DC212	Composition at the Royal Irish Academy of Music             	535#	535
"DUBLIN CITY UNIVERSITY"	DC215	General Nursing                                             	440	455
"DUBLIN CITY UNIVERSITY"	DC216	Psychiatric Nursing                                         	390*	400
"DUBLIN CITY UNIVERSITY"	DC217	Intellectual Disability Nursing                             	395	410
"DUBLIN CITY UNIVERSITY"	DC218	Children's and General Nursing (Integrated)                 	495	505
"DUBLIN CITY UNIVERSITY"	DC225	Mature Applicants General Nursing                           	225#	230
"DUBLIN CITY UNIVERSITY"	DC226	Mature Applicants Psychiatric Nursing                       	216#	221
"DUBLIN CITY UNIVERSITY"	DC227	Mature Applicants Intellectual Disability Nursing           	210#	217
"DUBLIN CITY UNIVERSITY"	DC228	Mature Applicants Children's and General Nursing (Integrated	241#	247
"DUBLIN CITY UNIVERSITY"	DC230	Economics Politics and Law                                  	390	415
"DUBLIN CITY UNIVERSITY"	DC231	International Relations                                     	390	435
"DUBLIN CITY UNIVERSITY"	DC232	Law and Society (BCL)                                       	410	445
"DUBLIN CITY UNIVERSITY"	DC235	Education and Training                                      	320	350
"DUBLIN CITY UNIVERSITY"	DC238	Contemporary Culture and Society                            	335	355
"DUBLIN CITY UNIVERSITY"	DC239	Gaeilge agus Iriseoireacht/Irish and Journalism             	470	515
"DUBLIN CITY UNIVERSITY"	DC240	Marketing Innovation and Technology                         	430	455
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT001	Product Design                                              	395	435
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT021	Electrical / Electronic Engineering                         	393	454
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT023	Manufacturing and Design Engineering                        	315	350
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT025	Engineering - Common 1st Year                               	365	430
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT028	Transport Operations and Technology                         	270	330
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT081	Computer and Communications Engineering                     	370	410
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT101	Architecture                                                	545#	605
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT106	Planning and Environmental Management                       	275	310
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT110	Property Economics (Valuation Surveying)                    	275	335
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT111	Construction Economics and Management (Quantity Surveying)  	270	320
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT112	Geomatics (Surveying and Mapping)                           	270	330
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT117	Construction Management                                     	260	315
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT175	Architectural Technology                                    	300	330
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT203	Forensic & Environmental Chemistry                          	325	380
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT204	Biomedical Science                                          	480	495
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT205	Mathematical Sciences                                       	285	360
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT211	Computing                                                   	350	370
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT220	Industrial Mathematics                                      	275	370
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT222	Physics Technology                                          	320	345
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT223	Human Nutrition and Dietetics                               	555	565
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT224	Optometry                                                   	525	540
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT227	Science with Nanotechnology                                 	375	405
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT228	Computer Science                                            	400	430
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT229	Clinical Measurement Science                                	440	470
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT235	Physics with Medical Physics and Bioengineering             	325	370
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT299	Chemical Sciences with Medicinal Chemistry                  	390	440
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT321	Business and Law                                            	400	435
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT341	Marketing                                                   	375	395
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT343	Retail and Services Management                              	330	360
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT354	Business Computing                                          	340	355
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT358	Logistics and Supply Chain Management                       	290	330
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT365	Business and Management                                     	400	425
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT366	Accounting and Finance                                      	380	410
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT398	Human Resource Management                                   	340	355
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT399	Economics and Finance                                       	385	400
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT401	International Hospitality Management                        	295	340
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT407	Culinary Arts                                               	370	405
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT412	Tourism Marketing                                           	250	300
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT413	Event Management                                            	380	410
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT416	Culinary Entrepreneurship                                   	335	360
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT417	Bar Studies (Management and Entrepreneurship)               	285	310
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT420	Nutraceuticals in Health and Nutrition                      	400	420
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT421	Food Innovation                                             	280	335
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT422	Pharmaceutical Healthcare                                   	345	375
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT491	Environmental Health                                        	325	370
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT501	Music                                                       	317#	502
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT504	Film and Broadcasting                                       	460	485
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT505	Film and Broadcasting with a Language                       	415	440
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT506	Commercial Modern Music                                     	435#	495
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT507	Ghaeilge don Saol Proifisiunta (Irish for Prof Purposes)    		
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT518	Languages and International Tourism (French)                	310	350
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT519	Languages and International Tourism (German)                	320	355
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT520	Languages and International Tourism (Spanish)               	305	335
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT529	Drama (Performance)                                         	360#	480
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT532	Law                                                         	350	385
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT533	Visual and Critical Studies                                 	300	310
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT544	Design - Interior and Furniture                             	465#	785
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT545	Design - Visual Communication                               	655#	805
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT546	Fine Art                                                    	715#	840
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT553	Journalism with a language                                  	330	385
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT555	International Business and Languages - (French)             	380	415
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT556	International Business and Languages - (German)             	340	380
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT557	International Business and Languages - (Spanish)            	365	395
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT558	International Business and Languages - (English)            	310#	420
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT559	Photography                                                 	560#	695
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT564	International Business and Languages - (Italian)            	310	355
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT565	Chinese and International Business                          	345	380
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT571	Social Care                                                 	410	430
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT572	Early Childhood Education                                   	435	450
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT582	Journalism                                                  	400	415
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT596	Print & Digital Media Technology Management                 	185	300
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT597	Creative and Cultural industries                            	365	405
"DUN LAOGHAIRE IADT"	DL041	Animation                                                   	835#	970
"DUN LAOGHAIRE IADT"	DL042	Photography                                                 	715#	815
"DUN LAOGHAIRE IADT"	DL043	Visual Communications                                       	669#	745
"DUN LAOGHAIRE IADT"	DL044	Visual Arts Practice (Fine Art)                             	550#	699
"DUN LAOGHAIRE IADT"	DL045	Film and Television Production                              	860#	965
"DUN LAOGHAIRE IADT"	DL046	Modelmaking  Design and Digital Effects                     	665#	915
"DUN LAOGHAIRE IADT"	DL047	Design for Stage and Screen (Production Design)             	660#	765
"DUN LAOGHAIRE IADT"	DL048	Design for Stage and Screen (Costume Design)                	875#	999
"DUN LAOGHAIRE IADT"	DL049	Design for Stage and Screen (Makeup Design)                 	950#	1000
"DUN LAOGHAIRE IADT"	DL141	Applied Psychology                                          	385	420
"DUN LAOGHAIRE IADT"	DL143	Multimedia Systems/Web Engineering                          	310	355
"DUN LAOGHAIRE IADT"	DL241	English  Media and Cultural Studies                         	305	350
"DUN LAOGHAIRE IADT"	DL242	Business Studies and Arts Management                        	290	360
"DUN LAOGHAIRE IADT"	DL245	Business Studies - Entrepreneurship and Management          	210	315
"GRIFFITH COLLEGE DUBLIN, CORK and LIMERICK"	GC200	Business Studies (Cork)                                     		
"GRIFFITH COLLEGE DUBLIN, CORK and LIMERICK"	GC201	Accounting and Finance (Cork)                               		
"GRIFFITH COLLEGE DUBLIN, CORK and LIMERICK"	GC203	Law (Cork)                                                  	315	365
"GRIFFITH COLLEGE DUBLIN, CORK and LIMERICK"	GC300	Business - Limerick                                         		
"GRIFFITH COLLEGE DUBLIN, CORK and LIMERICK"	GC301	Accounting and Finance - Limerick                           	AQA	AQA
"GRIFFITH COLLEGE DUBLIN, CORK and LIMERICK"	GC400	Business Studies (Dublin)                                   	275	360
"GRIFFITH COLLEGE DUBLIN, CORK and LIMERICK"	GC401	Accounting and Finance (Dublin)                             	260	350
"GRIFFITH COLLEGE DUBLIN, CORK and LIMERICK"	GC403	Law (Dublin)                                                	305	335
"GRIFFITH COLLEGE DUBLIN, CORK and LIMERICK"	GC404	Business and Law (Dublin)                                   	250	305
"GRIFFITH COLLEGE DUBLIN, CORK and LIMERICK"	GC405	International Hospitality Management (Dublin)               	210	275
"GRIFFITH COLLEGE DUBLIN, CORK and LIMERICK"	GC430	Computing Science (Dublin)                                  	190	305
"GRIFFITH COLLEGE DUBLIN, CORK and LIMERICK"	GC450	Journalism and Visual Media (Dublin)                        	215	310
"GRIFFITH COLLEGE DUBLIN, CORK and LIMERICK"	GC489	Interior Architecture (Dublin)                              	220	310
"GRIFFITH COLLEGE DUBLIN, CORK and LIMERICK"	GC494	Fashion Design (Dublin) - Portfolio                         	255#	395
"INDEPENDENT COLLEGES DUBLIN"	IC001	Journalism                                                  	240	305
"INDEPENDENT COLLEGES DUBLIN"	IC004	Business Studies                                            	250	345
"INDEPENDENT COLLEGES DUBLIN"	IC005	Accounting and Finance                                      		
"INDEPENDENT COLLEGES DUBLIN"	IC007	Marketing                                                   		
