Institution	Code	Course	EOS	Mid
"AMERICAN COLLEGE"	AC121	Accounting and Finance                                      	335	355
"CHURCH OF IRELAND COLLEGE"	CE001	Education - Primary Teaching                                	***375	
"COLAISTE MHUIRE MARINO"	CM001	Education - Primary Teaching                                	465*	470
"COLAISTE MHUIRE MARINO"	CM002	Education - Primary Teaching - Gaeltacht Applicants         	425*	430
"DUBLIN BUSINESS SCHOOL"	DB512	Business Studies                                            	230	310
"DUBLIN BUSINESS SCHOOL"	DB514	Business and Law                                            	265	320
"DUBLIN BUSINESS SCHOOL"	DB515	Business with Human Resource Management                     	205	315
"DUBLIN BUSINESS SCHOOL"	DB516	Business with Financial Services                            	325	335
"DUBLIN BUSINESS SCHOOL"	DB517	Marketing with Event Management                             	155	320
"DUBLIN BUSINESS SCHOOL"	DB519	Business Management with Leisure and Recreation             	200	290
"DUBLIN BUSINESS SCHOOL"	DB520	Business Studies  (with one year work placement)            	225	305
"DUBLIN BUSINESS SCHOOL"	DB521	Accounting and Finance                                      	260	335
"DUBLIN BUSINESS SCHOOL"	DB531	Marketing                                                   	265	320
"DUBLIN BUSINESS SCHOOL"	DB553	Film, Literature and Drama	210	310
"DUBLIN BUSINESS SCHOOL"	DB561	Arts (General)                                              	205	315
"DUBLIN BUSINESS SCHOOL"	DB562	Psychology                                                  	200	325
"DUBLIN BUSINESS SCHOOL"	DB564	Media and Cultural Studies                                  	170	315
"DUBLIN BUSINESS SCHOOL"	DB565	Journalism                                                  	210	310
"DUBLIN BUSINESS SCHOOL"	DB566	Social Science                                              	225	305
"DUBLIN BUSINESS SCHOOL"	DB567	Film Studies                                                	175	305
"DUBLIN BUSINESS SCHOOL"	DB568	Law                                                         	205	320
"DUBLIN BUSINESS SCHOOL"	DB569	Business with Psychology                                    	235	310
"DUBLIN CITY UNIVERSITY"	DC111	Business Studies                                            	420	440
"DUBLIN CITY UNIVERSITY"	DC112	European Business (French)                                  	430	460
"DUBLIN CITY UNIVERSITY"	DC113	European Business (German)                                  	360	375
"DUBLIN CITY UNIVERSITY"	DC114	European Business (Spanish)                                 	400	415
"DUBLIN CITY UNIVERSITY"	DC115	Accounting and Finance                                      	425	470
"DUBLIN CITY UNIVERSITY"	DC116	European Business (Transatlantic Studies)                   	510	520
"DUBLIN CITY UNIVERSITY"	DC117	Aviation Management / Aviation Management with Pilot Studies	420	440
"DUBLIN CITY UNIVERSITY"	DC118	Gnó agus Gaeilge                                            	345	375
"DUBLIN CITY UNIVERSITY"	DC120	Enterprise Computing                                        	315	350
"DUBLIN CITY UNIVERSITY"	DC121	Computer Applications                                       	325	360
"DUBLIN CITY UNIVERSITY"	DC126	Actuarial Mathematics                                       	500	530
"DUBLIN CITY UNIVERSITY"	DC127	Actuarial,  Financial and Mathematical Sciences (common entry)	420	465
"DUBLIN CITY UNIVERSITY"	DC131	Communication Studies                                       	440	470
"DUBLIN CITY UNIVERSITY"	DC132	Journalism                                                  	440	465
"DUBLIN CITY UNIVERSITY"	DC133	Multimedia                                                  	400	415
"DUBLIN CITY UNIVERSITY"	DC144	International Business and Languages (English as a Foreign Lan)	375	395
"DUBLIN CITY UNIVERSITY"	DC145	International Business and Languages (French/German/Spanish)	370	430
"DUBLIN CITY UNIVERSITY"	DC149	International Business and Languages (Japanese)             	380	410
"DUBLIN CITY UNIVERSITY"	DC150	International Business and Languages (Chinese)              	375	405
"DUBLIN CITY UNIVERSITY"	DC155	Applied Language and Intercultural Studies                  	340	415
"DUBLIN CITY UNIVERSITY"	DC156	Languages for International Communication - English Stream -	330	390
"DUBLIN CITY UNIVERSITY"	DC161	Analytical Science                                          	380	405
"DUBLIN CITY UNIVERSITY"	DC162	Chemical and Pharmaceutical Sciences                        	380	400
"DUBLIN CITY UNIVERSITY"	DC166	Environmental Science and Health                            	375	400
"DUBLIN CITY UNIVERSITY"	DC167	Physics with Astronomy                                      	355	375
"DUBLIN CITY UNIVERSITY"	DC168	Genetics and Cell Biology                                   	410	425
"DUBLIN CITY UNIVERSITY"	DC171	Applied Physics                                             	360	425
"DUBLIN CITY UNIVERSITY"	DC173	Physics with Biomedical Sciences                            	370	405
"DUBLIN CITY UNIVERSITY"	DC181	Biotechnology                                               	380	425
"DUBLIN CITY UNIVERSITY"	DC191	Electronic Engineering                                      	320	380
"DUBLIN CITY UNIVERSITY"	DC192	Information and Communications Engineering                  		
"DUBLIN CITY UNIVERSITY"	DC193	Mechatronic Engineering                                     	310	430
"DUBLIN CITY UNIVERSITY"	DC195	Mechanical and Manufacturing Engineering                    	320	400
"DUBLIN CITY UNIVERSITY"	DC196	Manufacturing Engineering with Business Studies             	300	345
"DUBLIN CITY UNIVERSITY"	DC197	Biomedical Engineering                                      	335	420
"DUBLIN CITY UNIVERSITY"	DC199	Digital Media Engineering                                   	330	425
"DUBLIN CITY UNIVERSITY"	DC200	Common Entry into Engineering (Undenominated Entry)         	305	405
"DUBLIN CITY UNIVERSITY"	DC201	Common Entry into Science (Undenominated Entry)             	375	400
"DUBLIN CITY UNIVERSITY"	DC202	Sport Science and Health                                    	445	460
"DUBLIN CITY UNIVERSITY"	DC203	Science Education                                           	415	440
"DUBLIN CITY UNIVERSITY"	DC204	Athletic Therapy and Training                               	475	490
"DUBLIN CITY UNIVERSITY"	DC205	Physical Education with Biology                             	485	500
"DUBLIN CITY UNIVERSITY"	DC208	Psychology                                                  	480	490
"DUBLIN CITY UNIVERSITY"	DC211	Music Performance at the Royal Irish Academy of Music       	#335	470
"DUBLIN CITY UNIVERSITY"	DC212	Composition at the Royal Irish Academy of Music             	#495	495
"DUBLIN CITY UNIVERSITY"	DC215	General Nursing                                             	415*	440
"DUBLIN CITY UNIVERSITY"	DC216	Psychiatric Nursing                                         	365	375
"DUBLIN CITY UNIVERSITY"	DC217	Intellectual Disability Nursing                             	370*	385
"DUBLIN CITY UNIVERSITY"	DC218	Children’s and General Nursing (Integrated)                 	460*	465
"DUBLIN CITY UNIVERSITY"	DC225	Mature Applicants General Nursing                           	#166*	174
"DUBLIN CITY UNIVERSITY"	DC226	Mature Applicants Psychiatric Nursing                       	#153	164
"DUBLIN CITY UNIVERSITY"	DC227	Mature Applicants Intellectual Disability Nursing           	#150	162
"DUBLIN CITY UNIVERSITY"	DC228	Mature Applicants Children’s and General Nursing (Integrated)	#172	185
"DUBLIN CITY UNIVERSITY"	DC230	Economics, Politics and Law	400	425
"DUBLIN CITY UNIVERSITY"	DC231	International Relations                                     	400	445
"DUBLIN CITY UNIVERSITY"	DC232	Law and Society (BCL)                                       	440	460
"DUBLIN CITY UNIVERSITY"	DC235	Education and Training                                      	360	380
"DUBLIN CITY UNIVERSITY"	DC238	Contemporary Culture and Society                            	360	395
"DUBLIN CITY UNIVERSITY"	DC239	Gaeilge agus Iriseoireacht/Irish and Journalism             	450	480
"DUBLIN CITY UNIVERSITY"	DC240	Marketing, Innovation and Technology	400	420
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT001	Product Design                                              	380	405
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT021	Electrical and Electronic Engineering                       	345	425
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT023	Manufacturing and Design Engineering                        	320	405
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT025	Engineering - Common 1st Year                               	350	410
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT028	Transport Operations and Technology                         	250	315
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT081	Computer and Communications Engineering                     	310	395
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT101	Architecture                                                	#575	605
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT105	Architectural Technology                                    	375	405
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT106	Planning and Environmental Management                       	315	340
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT110	Property Economics (Valuation Surveying)                    	320	345
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT111	Construction Economics and Management (Quantity Surveying)  	330	375
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT112	Geomatics (Surveying and Mapping)                           	285	345
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT117	Construction Management                                     	300	340
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT203	Forensic and Environmental Analysis                         	335	375
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT204	Biomedical Science                                          	420	445
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT205	Mathematical Sciences                                       	280	370
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT211	Computing                                                   	315	325
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT220	Industrial Mathematics                                      	290	380
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT222	Physics Technology                                          	300	340
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT223	Human Nutrition and Dietetics                               	540	550
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT224	Optometry                                                   	515	535
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT227	Science with Nanotechnology                                 	320	350
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT228	Computer Science                                            	335	360
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT229	Clinical Measurement                                        	395	415
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT235	Physics with Medical Physics and Bioengineering             	285	390
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT299	Chemical Sciences with Medicinal Chemistry                  	335	375
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT341	Marketing                                                   	375	390
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT343	Retail and Services Management                              	330	355
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT354	Business Computing                                          	340	365
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT358	Logistics and Supply Chain Management                       	290	325
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT365	Business and Management                                     	400	415
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT366	Accounting and Finance                                      	405	420
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT401	International Hospitality Management                        	280	325
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT407	Culinary Arts                                               	385	415
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT412	Tourism Marketing                                           	250	320
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT413	Event Management                                            	390	410
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT416	Culinary Entrepreneurship                                   	315	345
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT417	Bar Studies (Management and Entrepreneurship)               	300	330
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT420	Nutraceuticals in Health and Nutrition                      	360	385
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT421	Food Innovation                                             	305	345
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT422	Pharmaceutical Healthcare                                   	315	345
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT491	Environmental Health                                        	330	370
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT501	Music                                                       	#383	495
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT529	Drama (Performance)                                         	#360	470
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT544	Design - Interior and Furniture                             	#495	675
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT545	Design - Visual Communication                               	#795	885
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT546	Fine Art                                                    	#785	905
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT552	Media Arts                                                  	410	440
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT553	Journalism and a Language                                   	415	440
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT555	International Business and Languages - (French)             	390	425
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT556	International Business and Languages - (German)             	340	360
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT557	International Business and Languages - (Spanish)            	350	380
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT558	International Business and Languages - (English)            	#	
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT559	Photography                                                 	#660	725
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT564	International Business and Languages - (Italian)            	355	390
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT565	Chinese and International Business                          	345	365
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT571	Social Care                                                 	410	430
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT572	Early Childhood Education                                   	410	435
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT582	Journalism                                                  	420	440
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT595	Applied Arts (Creative Industries - Theory and Context)     	370	410
"DUBLIN INSTITUTE OF TECHNOLOGY"	DT596	Print and Digital Media Management Technology               	180 (290v)	300
"DUN LAOGHAIRE IADT"	DL041	Animation                                                   	#695	835
"DUN LAOGHAIRE IADT"	DL042	Photography                                                 	#778	879
"DUN LAOGHAIRE IADT"	DL043	Visual Communications                                       	#585	695
"DUN LAOGHAIRE IADT"	DL044	Visual Arts Practice (Fine Art)                             	#480	715
"DUN LAOGHAIRE IADT"	DL045	Film and Television Production                              	#870	975
"DUN LAOGHAIRE IADT"	DL046	Modelmaking, Design and Digital Effects	#600*	845
"DUN LAOGHAIRE IADT"	DL047	Design for Stage and Screen (Production Design)             	#879	999
"DUN LAOGHAIRE IADT"	DL048	Design for Stage and Screen (Costume Design)                	#885	950
"DUN LAOGHAIRE IADT"	DL049	Design for Stage and Screen (Makeup Design)                 	#819	960
"DUN LAOGHAIRE IADT"	DL141	Applied Psychology                                          	385	430
"DUN LAOGHAIRE IADT"	DL143	Multimedia Systems/Web Engineering                          	335	390
"DUN LAOGHAIRE IADT"	DL241	English, Media and Cultural Studies	355	385
"DUN LAOGHAIRE IADT"	DL242	Business Studies and Arts Management                        	335	365
"DUN LAOGHAIRE IADT"	DL245	Business Studies - Entrepreneurship                         	285	325
"FROEBEL COLLEGE"	FR001	Education - Primary Teaching                                	465*	465
"FROEBEL COLLEGE"	FR002	Education - Primary Teaching - Gaeltacht Applicants         	430	430
"GRIFFITH COLLEGE DUBLIN and CORK"	GC200	Business Studies (Cork)                                     	9999	
"GRIFFITH COLLEGE DUBLIN and CORK"	GC201	Accounting and Finance (Cork)                               	145	390
"GRIFFITH COLLEGE DUBLIN and CORK"	GC203	Law (Cork)                                                  	310	340
"GRIFFITH COLLEGE DUBLIN and CORK"	GC400	Business Studies (Dublin)                                   	235	320
"GRIFFITH COLLEGE DUBLIN and CORK"	GC401	Accounting and Finance (Dublin)                             	260	325
"GRIFFITH COLLEGE DUBLIN and CORK"	GC403	Law (Dublin)                                                	300	340
"GRIFFITH COLLEGE DUBLIN and CORK"	GC404	Business and Law (Dublin)                                   	265	320
"GRIFFITH COLLEGE DUBLIN and CORK"	GC405	International Hospitality Management (Dublin)               	195	280
"GRIFFITH COLLEGE DUBLIN and CORK"	GC430	Computing Science (Dublin)                                  	225	300
"GRIFFITH COLLEGE DUBLIN and CORK"	GC450	Journalism and Visual Media (Dublin)                        	200	320
"GRIFFITH COLLEGE DUBLIN and CORK"	GC489	Interior Architecture (Dublin)                              	230	315
"GRIFFITH COLLEGE DUBLIN and CORK"	GC494	Fashion Design (Dublin)                                     	#315	375
"INDEPENDENT COLLEGES DUBLIN"	IC001	Journalism                                                  	210	330
"INSTITUTE OF BUSINESS AND TECHNOLOGY, SWORDS"	BY101	Business                                                    	23	300
"INSTITUTE OF BUSINESS AND TECHNOLOGY, SWORDS"	BY102	Marketing                                                   	999
"INSTITUTE OF BUSINESS AND TECHNOLOGY, SWORDS"	BY103	Business Information Systems                                	999	
"IT BLANCHARDSTOWN "	BN101	Business                                                    	215	300
"IT BLANCHARDSTOWN "	BN103	Business and Information Technology                         	235	295
"IT BLANCHARDSTOWN "	BN104	Computing (Information Technology)                          	200	270
"IT BLANCHARDSTOWN "	BN105	Engineering (Mechatronics)                                  	220	290
"IT BLANCHARDSTOWN "	BN106	Engineering (Computer Engineering)                          	225	280
"IT BLANCHARDSTOWN "	BN107	Applied Social Studies in Social Care                       	345	370
"IT BLANCHARDSTOWN "	BN108	Engineering                                                 	205	315
"IT BLANCHARDSTOWN "	BN109	Business                                                    	220	305
"IT BLANCHARDSTOWN "	BN110	International Business                                      	225	300
"IT BLANCHARDSTOWN "	BN111	Sports Management and Coaching                              	345	365
"IT BLANCHARDSTOWN "	BN112	Creative Digital Media                                      	310	330
"IT BLANCHARDSTOWN "	BN113	Horticulture                                                	255	330
"IT BLANCHARDSTOWN "	BN115	Social and Community Development                            	320	335
"IT BLANCHARDSTOWN "	BN118	Early Childhood Care and Education                          	350	370
"IT TALLAGHT"	TA021	European Studies                                            	220 300
"IT TALLAGHT"	TA022	Creative Digital Media                                      	350	375
"IT TALLAGHT"	TA023	Advertising and Marketing Communications                    	250	310
"IT TALLAGHT"	TA025	Social Care Practice                                        	340	355
"IT TALLAGHT"	TA026	International Hospitality and Tourism Management            	210	300
"IT TALLAGHT"	TA121	Accounting                                                  	255	320
"IT TALLAGHT"	TA122	Management                                                  	280	330
"IT TALLAGHT"	TA123	Marketing Management                                        	240	290
"IT TALLAGHT"	TA124	Financial Services and Investment Analysis                  	205	305
"IT TALLAGHT"	TA221	Electronic Engineering                                      	280	335
"IT TALLAGHT"	TA222	Mechanical Engineering                                      	275	335
"IT TALLAGHT"	TA321	Pharmaceutical Science                                      	310	325
"IT TALLAGHT"	TA322	Computing                                                   	300	320
"IT TALLAGHT"	TA323	Information Technology Management                           	205	295
"IT TALLAGHT"	TA326	DNA and Forensic Science                                    	350	375
"MATER DEI"	MD201	Education,Religion and English - second level teaching	415	440
"MATER DEI"	MD301	Education, Religion and History - second level teaching 	385	400
"MATER DEI"	MD401	Education, Religion and Music - second level teaching	#400	425
"MATER DEI"	MD500	Arts - Irish Studies and Religious Studies                 	330	350
"NATIONAL COLLEGE of ART and DESIGN"	AD012	Industrial Design                                           (   +spec. subj req.  )   	 	#+matriculate
