Institution	Code	Course	EOS	Mid
"Institute of Technology, Carlow"	CW098	Culture and Heritage Studies (Wexford)	310	310
"Institute of Technology, Carlow"	CW108	Biosciences with Bioforensics or Biopharmaceuticals	295	375
"Institute of Technology, Carlow"	CW168	Environmental Science	290	300
"Institute of Technology, Carlow"	CW178	Sport Science	410	430
"Institute of Technology, Carlow"	CW188	Sports Rehabilitation and Athletic Therapy	445	460
"Institute of Technology, Carlow"	CW198	Strength and Conditioning	400	410
"Institute of Technology, Carlow"	CW208	Computer Games Development	290	355
"Institute of Technology, Carlow"	CW238	Software Development	290	335
"Institute of Technology, Carlow"	CW248	Computer Systems Management	300	340
"Institute of Technology, Carlow"	CW258	Cybercrime and IT Security	315	370
"Institute of Technology, Carlow"	CW438	Construction	260	290
"Institute of Technology, Carlow"	CW468	Architectural Technology	270	325
"Institute of Technology, Carlow"	CW478	Civil Engineering	395	430
"Institute of Technology, Carlow"	CW548	Mechanical Engineering	335	367
"Institute of Technology, Carlow"	CW558	Electronic Systems	290	330
"Institute of Technology, Carlow"	CW568	Aero Engineering	395	430
"Institute of Technology, Carlow"	CW578	TV and Media Production	365	380
"Institute of Technology, Carlow"	CW708	Law - LLB	300	345
"Institute of Technology, Carlow"	CW728	Product Design Innovation	300	350
"Institute of Technology, Carlow"	CW748	Early Childhood Education and Care	270	335
"Institute of Technology, Carlow"	CW758	Applied Social Studies (Professional Social Care)	295	339
"Institute of Technology, Carlow"	CW788	Youth and Community Work (Interview)	#700	700
"Institute of Technology, Carlow"	CW808	Media and Public Relations	270	345
"Institute of Technology, Carlow"	CW858	Sport Management and Coaching (Options: GAA, Rugby, Soccer - Portfolio)	#700	700
"Institute of Technology, Carlow"	CW908	Business	270	340
"Institute of Technology, Carlow"	CW938	Business with Law	290	335
"Institute of Technology, Carlow"	CW948	Accounting	317	365
"Cork Institute of Technology"	CR105	Chemical and Biopharmaceutical Engineering	430	490
"Cork Institute of Technology"	CR106	Software Development	380	400
"Cork Institute of Technology"	CR108	Mechanical Engineering	415	490
"Cork Institute of Technology"	CR109	Structural Engineering	375	450
"Cork Institute of Technology"	CR112	Multimedia	365	400
"Cork Institute of Technology"	CR116	Software Development and Computer Networking	330	365
"Cork Institute of Technology"	CR121	Music at CIT Cork School of Music	#620	925
"Cork Institute of Technology"	CR125	Popular Music: Electric Bass Guitar at CIT Cork School of Music	#675	740
"Cork Institute of Technology"	CR126	Popular Music: Drums at CIT Cork School of Music	#770	1015
"Cork Institute of Technology"	CR127	Popular Music: Electric Guitar at CIT Cork School of Music	#680	830
"Cork Institute of Technology"	CR128	Popular Music: Keyboards at CIT Cork School of Music	#795	995
"Cork Institute of Technology"	CR129	Popular Music: Voice at CIT Cork School of Music	#890	995
"Cork Institute of Technology"	CR150	Business Information Systems	385	415
"Cork Institute of Technology"	CR210	Contemporary Applied Art (Ceramics, Glass, Textiles) at Crawford College	#1000	1000
"Cork Institute of Technology"	CR220	Fine Art at CIT Crawford College of Art and Design	#710	945
"Cork Institute of Technology"	CR305	Physical Sciences (Common Entry)	305	350
"Cork Institute of Technology"	CR310	IT Management	320	340
"Cork Institute of Technology"	CR312	Web Development	320	344
"Cork Institute of Technology"	CR320	Biomedical Science - Offered jointly by CIT and UCC	545*	570
"Cork Institute of Technology"	CR325	Pharmaceutical Biotechnology	360	390
"Cork Institute of Technology"	CR330	Herbal Science	340	375
"Cork Institute of Technology"	CR333	Nutrition and Health Science	380	410
"Cork Institute of Technology"	CR335	Biological Sciences (Common Entry)	400	420
"Cork Institute of Technology"	CR340	Analytical Chemistry with Quality Assurance	305	380
"Cork Institute of Technology"	CR360	Instrument Engineering	300	340
"Cork Institute of Technology"	CR365	Environmental Science and Sustainable Technology	310	355
"Cork Institute of Technology"	CR400	Accounting	325	375
"Cork Institute of Technology"	CR420	Marketing	320	350
"Cork Institute of Technology"	CR425	International Business with Language	330	385
"Cork Institute of Technology"	CR500	Engineering (Common Entry)	410	440
"Cork Institute of Technology"	CR510	Sustainable Energy	310	370
"Cork Institute of Technology"	CR520	Biomedical Engineering	430	470
"Cork Institute of Technology"	CR560	Architectural Technology	300	355
"Cork Institute of Technology"	CR565	Interior Architecture	315	360
"Cork Institute of Technology"	CR570	Quantity Surveying	280	350
"Cork Institute of Technology"	CR572	Construction Management	245	315
"Cork Institute of Technology"	CR580	Electrical Engineering	315	355
"Cork Institute of Technology"	CR590	Electronic Engineering	315	375
"Cork Institute of Technology"	CR600	Visual Communications	#630	885
"Cork Institute of Technology"	CR660	Tourism	265	315
"Cork Institute of Technology"	CR700	Theatre and Drama Studies at CIT Cork School of Music	#650	860
"University College Cork (NUI)"	CK101	Arts - 3 years	350	395
"University College Cork (NUI)"	CK102	Social Science	420	450
"University College Cork (NUI)"	CK104	Arts with Music - 3 years or 4 years (BMus or International Pathway)	#390	465
"University College Cork (NUI)"	CK105	Film and Screen Media - 3 years or 4 years (International Pathway)	430	465
"University College Cork (NUI)"	CK106	Applied Psychology	490	525
"University College Cork (NUI)"	CK107	Geographical and Archaeological Sciences - 3 or 4 years (Intl Pathway)	330	370
"University College Cork (NUI)"	CK108	Arts International - 4 years with subject groupings as CK101	465	495
"University College Cork (NUI)"	CK109	English - 3 years or 4 years (International Pathway)	400	435
"University College Cork (NUI)"	CK110	World Languages	470	515
"University College Cork (NUI)"	CK111	Early Years and Childhood Studies	385*	415
"University College Cork (NUI)"	CK112	Drama and Theatre Studies - 3 years or 4 years (International Pathway)	#325	435
"University College Cork (NUI)"	CK113	Criminology - 3 years or 4 years (International Pathway)	425	450
"University College Cork (NUI)"	CK114	Social Science (Youth and Community Work) - 3 years	#777	
"University College Cork (NUI)"	CK115	Social Work - Mature Applicants only	999	
"University College Cork (NUI)"	CK116	Sports Studies and Physical Education	490	510
"University College Cork (NUI)"	CK117	Economics (Transformational Learning) - 3 or 4 years (Intl Pathway)	430	445
"University College Cork (NUI)"	CK118	Digital Humanities and Information Tech - 3 or 4 years (Intl Pathway)	375	405
"University College Cork (NUI)"	CK201	Commerce	460	485
"University College Cork (NUI)"	CK202	Accounting	455	500
"University College Cork (NUI)"	CK203	Business Information Systems	465	495
"University College Cork (NUI)"	CK204	Finance	515	540
"University College Cork (NUI)"	CK205	Commerce (International) with French	480	500
"University College Cork (NUI)"	CK206	Commerce (International) with German	495	515
"University College Cork (NUI)"	CK207	Commerce (International) with Italian	430	440
"University College Cork (NUI)"	CK208	Commerce (International) with Hispanic Studies	460	475
"University College Cork (NUI)"	CK209	Commerce (International) with Irish	500	540
"University College Cork (NUI)"	CK210	Government	340	395
"University College Cork (NUI)"	CK211	Commerce (International) with Chinese Studies	400	430
"University College Cork (NUI)"	CK301	Law (Pathways) - 3 years or 4 years	490	510
"University College Cork (NUI)"	CK302	Law and French	505	540
"University College Cork (NUI)"	CK304	Law and Irish	515	550
"University College Cork (NUI)"	CK307	Law and Business	530	550
"University College Cork (NUI)"	CK401	Computer Science	435	470
"University College Cork (NUI)"	CK402	Biological and Chemical Sciences	480	515
"University College Cork (NUI)"	CK404	Biological, Earth and Environmental Sciences	425	455
"University College Cork (NUI)"	CK405	Genetics	480	505
"University College Cork (NUI)"	CK406	Chemical Sciences	460	475
"University College Cork (NUI)"	CK407	Mathematical Sciences	560	595
"University College Cork (NUI)"	CK408	Physics and Astrophysics	525	555
"University College Cork (NUI)"	CK502	Food Marketing and Entrepreneurship	440	455
"University College Cork (NUI)"	CK504	Nutritional Sciences	510	530
"University College Cork (NUI)"	CK505	Food Science	465	485
"University College Cork (NUI)"	CK506	International Development and Food Policy	375	415
"University College Cork (NUI)"	CK600	Engineering	490	530
"University College Cork (NUI)"	CK606	Architecture - Offered jointly by UCC and CIT	445	480
"University College Cork (NUI)"	CK701	Medicine (Undergraduate Entry)	#726	738
"University College Cork (NUI)"	CK702	Dentistry	580*	585
"University College Cork (NUI)"	CK703	Pharmacy	560	585
"University College Cork (NUI)"	CK704	Occupational Therapy	525	540
"University College Cork (NUI)"	CK705	Speech and Language Therapy	515	525
"University College Cork (NUI)"	CK706	Public Health	415	435
"University College Cork (NUI)"	CK710	General Nursing	445*	475
"University College Cork (NUI)"	CK711	Mature Applicants General Nursing	#174*	178
"University College Cork (NUI)"	CK712	Children`s and General Nursing (Integrated)	505*	525
"University College Cork (NUI)"	CK713	Mature Applicants Children`s and General Nursing (Integrated)	#185*	194
"University College Cork (NUI)"	CK720	Mental Health Nursing	420	445
"University College Cork (NUI)"	CK721	Mature Applicants Mental Health Nursing	#170	178
"University College Cork (NUI)"	CK730	Intellectual Disability Nursing	425	440
"University College Cork (NUI)"	CK731	Mature Applicants Intellectual Disability Nursing	#168	170
"University College Cork (NUI)"	CK740	Midwifery	445	465
"University College Cork (NUI)"	CK741	Mature Applicants Midwifery	#191	192
"University College Cork (NUI)"	CK791	Medicine (Graduate Entry)	#57*	58
"American College"	AC120	International Business	255	317
"American College"	AC137	Liberal Arts	295	333
"College of Computing Technology"	CT125	Information Technology	310	310
"Marino Institute of Education"	CM001	Education - Primary Teaching	460*	480
"Marino Institute of Education"	CM002	Education - Primary Teaching - Gaeltacht Applicants	#420	420
"Marino Institute of Education"	CM010	Education Studies	320	390
"Marino Institute of Education"	CM020	Early Childhood Education	345	370
"Dublin Business School & DBS School of Arts"	DB500	Computing	240	320
"Dublin Business School & DBS School of Arts"	DB512	Business Studies	215	340
"Dublin Business School & DBS School of Arts"	DB514	Business Studies ( Law)	260	325
"Dublin Business School & DBS School of Arts"	DB515	Business Studies ( Human Resource Management)	235	317
"Dublin Business School & DBS School of Arts"	DB516	Financial Services	410	410
"Dublin Business School & DBS School of Arts"	DB517	Marketing ( Event Management)	230	335
"Dublin Business School & DBS School of Arts"	DB518	Marketing ( Digital Media)	235	295
"Dublin Business School & DBS School of Arts"	DB520	Business Studies (with work placement)	265	350
"Dublin Business School & DBS School of Arts"	DB521	Accounting and Finance	235	350
"Dublin Business School & DBS School of Arts"	DB524	Business Information Systems	315	333
"Dublin Business School & DBS School of Arts"	DB525	Marketing ( Digital Media and Cloud Computing)	210	260
"Dublin Business School & DBS School of Arts"	DB526	Business Information Systems ( Cloud Computing)	255	465
"Dublin Business School & DBS School of Arts"	DB531	Marketing	265	345
"Dublin Business School & DBS School of Arts"	DB561	Arts (General)	250	300
"Dublin Business School & DBS School of Arts"	DB562	Psychology	225	330
"Dublin Business School & DBS School of Arts"	DB565	Journalism	260	330
"Dublin Business School & DBS School of Arts"	DB566	Social Science	240	300
"Dublin Business School & DBS School of Arts"	DB567	Film	165	315
"Dublin Business School & DBS School of Arts"	DB568	Law	180	320
"Dublin Business School & DBS School of Arts"	DB569	Business ( Psychology)	235	345
"Dublin City University"	DC001	Education - Early Childhood Education (subject to accreditation)	400	425
"Dublin City University"	DC002	Education - Primary Teaching	465*	495
"Dublin City University"	DC003	Education - Primary Teaching - Gaeltacht Applicants	#440	460
"Dublin City University"	DC004	Education - Primary Teaching (Church of Ireland Centre formerly CICE)	#435	
"Dublin City University"	DC009	Arts (Joint Honours) - Humanities	385	425
"Dublin City University"	DC010	Post Primary Teacher Education - Religious Education and English	400	420
"Dublin City University"	DC011	Post Primary Teacher Education - Religious Education and History	380	420
"Dublin City University"	DC012	Post Primary Teacher Education - Religious Education and Music	#370	420
"Dublin City University"	DC110	Business Studies International	465	485
"Dublin City University"	DC111	Business Studies	470	490
"Dublin City University"	DC112	Global Business (France)	500	515
"Dublin City University"	DC113	Global Business (Germany)	470	495
"Dublin City University"	DC114	Global Business (Spain)	515	535
"Dublin City University"	DC115	Accounting and Finance	485	520
"Dublin City University"	DC116	Global Business (USA)	590	610
"Dublin City University"	DC117	Aviation Management / Aviation Management with Pilot Studies	460	490
"Dublin City University"	DC118	Gnó agus Gaeilge / Business and Irish	350	385
"Dublin City University"	DC119	Global Business (Canada)	545	550
"Dublin City University"	DC120	Enterprise Computing	370	395
"Dublin City University"	DC121	Computer Applications	400	435
"Dublin City University"	DC122	Computational Problem-Solving and Software Development	#345	425
"Dublin City University"	DC123	Data Science		
"Dublin City University"	DC126	Actuarial Mathematics	515	540
"Dublin City University"	DC127	Common Entry into Actuarial and Financial Mathematics	500	510
"Dublin City University"	DC131	Communication Studies	445	470
"Dublin City University"	DC132	Journalism	420	455
"Dublin City University"	DC133	Multimedia	450	480
"Dublin City University"	DC155	Applied Language and Translation Studies	375	435
"Dublin City University"	DC161	Analytical Science	470	475
"Dublin City University"	DC162	Chemical and Pharmaceutical Sciences	490	505
"Dublin City University"	DC166	Environmental Science and Health	425	440
"Dublin City University"	DC167	Physics with Astronomy	415	445
"Dublin City University"	DC168	Genetics and Cell Biology	485	495
"Dublin City University"	DC171	Applied Physics	415	465
"Dublin City University"	DC173	Physics with Biomedical Sciences	415	455
"Dublin City University"	DC181	Biotechnology	480	505
"Dublin City University"	DC190	Electronic and Computer Engineering	420	450
"Dublin City University"	DC193	Mechatronic Engineering	405	465
"Dublin City University"	DC195	Mechanical and Manufacturing Engineering	410	450
"Dublin City University"	DC197	Biomedical Engineering	405	450
"Dublin City University"	DC200	Common Entry into Engineering (Undenominated Entry)	405	455
"Dublin City University"	DC201	Common Entry into Science (Undenominated Entry)	480	495
"Dublin City University"	DC202	Sport Science and Health	495	505
"Dublin City University"	DC203	Science Education	430	465
"Dublin City University"	DC204	Athletic Therapy and Training	510	525
"Dublin City University"	DC205	Physical Education with Biology	500	530
"Dublin City University"	DC206	Physical Education with Mathematics	480	500
"Dublin City University"	DC208	Psychology	505	525
"Dublin City University"	DC209	Health and Society	425	445
"Dublin City University"	DC215	General Nursing	450	470
"Dublin City University"	DC216	Psychiatric Nursing	375	395
"Dublin City University"	DC217	Intellectual Disability Nursing	375	395
"Dublin City University"	DC218	Children's and General Nursing (Integrated)	485	495
"Dublin City University"	DC225	Mature Applicants General Nursing	#171	172
"Dublin City University"	DC226	Mature Applicants Psychiatric Nursing	#160	166
"Dublin City University"	DC227	Mature Applicants Intellectual Disability Nursing	#148	155
"Dublin City University"	DC228	Mature Applicants Children's and General Nursing (Integrated)	#174	181
"Dublin City University"	DC230	Economics, Politics and Law	400	430
"Dublin City University"	DC231	International Relations	385	450
"Dublin City University"	DC232	Law and Society (BCL)	450	480
"Dublin City University"	DC235	Education and Training - Daytime or Flexible Delivery Mode	315	345
"Dublin City University"	DC238	Contemporary Culture and Society	345	365
"Dublin City University"	DC239	Gaeilge agus Iriseoireacht/Irish and Journalism	345	400
"Dublin City University"	DC240	Marketing, Innovation and Technology	470	490
"Dublin City University"	DC291	Arts (Joint Honours) - Media Studies	385	410
"Dublin City University"	DC292	Arts (Joint Honours) - Law	385	410
"Dublin City University"	DC293	Arts (Joint Honours) - International Languages	390	430
"Dublin City University"	DC294	Arts (Joint Honours) - Gaeilge	390	440
"Dublin City University"	DC295	Arts (Joint Honours) - Politics	385	415
"Dublin Institute of Technology"	DT001	Product Design	430	450
"Dublin Institute of Technology"	DT021	Electrical/Electronic Engineering	425	493
"Dublin Institute of Technology"	DT023	Manufacturing and Design Engineering	415	465
"Dublin Institute of Technology"	DT028	Transport Operations and Technology	270	330
"Dublin Institute of Technology"	DT035	Electrical Services and Energy Management	300	370
"Dublin Institute of Technology"	DT066	Engineering (General Entry)	380	445
"Dublin Institute of Technology"	DT081	Computer and Communications Engineering	430	440
"Dublin Institute of Technology"	DT101	Architecture	#605	645
"Dublin Institute of Technology"	DT106	Planning and Environmental Management	300	325
"Dublin Institute of Technology"	DT110	Property Economics (Valuation Surveying)	350	385
"Dublin Institute of Technology"	DT111	Quantity Surveying and Construction Economics	350	390
"Dublin Institute of Technology"	DT112	Geographic Science	310	365
"Dublin Institute of Technology"	DT117	Construction Management	325	350
"Dublin Institute of Technology"	DT175	Architectural Technology	365	395
"Dublin Institute of Technology"	DT201	Science (General Entry)	470	480
"Dublin Institute of Technology"	DT203	Forensic and Environmental Chemistry	325	360
"Dublin Institute of Technology"	DT204	Biomedical Science	500	515
"Dublin Institute of Technology"	DT205	Mathematical Sciences	305	410
"Dublin Institute of Technology"	DT206	Biomedical and Molecular Diagnostics	420	450
"Dublin Institute of Technology"	DT211	Computer Science (Infrastructure)	360	385
"Dublin Institute of Technology"	DT220	Industrial Mathematics	270	370
"Dublin Institute of Technology"	DT221	Physics with Energy and Environment	320	455
"Dublin Institute of Technology"	DT222	Physics Technology	350	410
"Dublin Institute of Technology"	DT223	Human Nutrition and Dietetics	545	570
"Dublin Institute of Technology"	DT224	Optometry	490	510
"Dublin Institute of Technology"	DT225	Public Health Nutrition	405	455
"Dublin Institute of Technology"	DT227	Science with Nanotechnology	300	385
"Dublin Institute of Technology"	DT228	Computer Science	450	465
"Dublin Institute of Technology"	DT229	Clinical Measurement Science	465	495
"Dublin Institute of Technology"	DT235	Physics with Medical Physics and Bioengineering	330	380
"Dublin Institute of Technology"	DT255	Information Systems/Information Technology (Mature)	7773	
"Dublin Institute of Technology"	DT282	Computer Science(International)	350	390
"Dublin Institute of Technology"	DT299	Chemical Sciences with Medicinal Chemistry	395	440
"Dublin Institute of Technology"	DT302	Business Analytics	360	455
"Dublin Institute of Technology"	DT321	Business and Law	470	485
"Dublin Institute of Technology"	DT341	Marketing	405	430
"Dublin Institute of Technology"	DT343	Retail and Services Management	300	360
"Dublin Institute of Technology"	DT354	Business Computing	350	390
"Dublin Institute of Technology"	DT358	Logistics and Supply Chain Management	300	345
"Dublin Institute of Technology"	DT365	Business and Management	450	465
"Dublin Institute of Technology"	DT366	Accounting and Finance	430	455
"Dublin Institute of Technology"	DT398	Human Resource Management	375	390
"Dublin Institute of Technology"	DT399	Economics and Finance	445	475
"Dublin Institute of Technology"	DT401	International Hospitality Management	300	355
"Dublin Institute of Technology"	DT405	Culinary Science	330	370
"Dublin Institute of Technology"	DT407	Culinary Arts	300	360
"Dublin Institute of Technology"	DT412	Tourism Marketing	290	350
"Dublin Institute of Technology"	DT413	Event Management	365	385
"Dublin Institute of Technology"	DT416	Culinary Entrepreneurship	290	345
"Dublin Institute of Technology"	DT417	Bar Studies (Management and Entrepreneurship)	280	315
"Dublin Institute of Technology"	DT420	Nutraceuticals in Health and Nutrition	430	460
"Dublin Institute of Technology"	DT421	Food Innovation	375	410
"Dublin Institute of Technology"	DT422	Pharmaceutical Healthcare	390	415
"Dublin Institute of Technology"	DT491	Environmental Health	330	380
"Dublin Institute of Technology"	DT501	Music	#398	508
"Dublin Institute of Technology"	DT504	Film and Broadcasting	450	475
"Dublin Institute of Technology"	DT506	Commercial Modern Music	#720	869
"Dublin Institute of Technology"	DT508	Games Design	385	425
"Dublin Institute of Technology"	DT517	Languages and English Studies	335	435
"Dublin Institute of Technology"	DT518	Languages and International Tourism (French)	315	350
"Dublin Institute of Technology"	DT519	Languages and International Tourism (German)	305	370
"Dublin Institute of Technology"	DT520	Languages and International Tourism (Spanish)	300	355
"Dublin Institute of Technology"	DT529	Drama (Performance)	#365	495
"Dublin Institute of Technology"	DT532	Law (LLB)	425	445
"Dublin Institute of Technology"	DT533	Contemporary Visual Culture	300	380
"Dublin Institute of Technology"	DT544	Design - Interior and Furniture	#600	800
"Dublin Institute of Technology"	DT545	Design - Visual Communication	#775	875
"Dublin Institute of Technology"	DT546	Fine Art	#645	855
"Dublin Institute of Technology"	DT555	International Business and Languages (French)	400	430
"Dublin Institute of Technology"	DT556	International Business and Languages (German)	400	440
"Dublin Institute of Technology"	DT557	International Business and Languages (Spanish)	400	420
"Dublin Institute of Technology"	DT559	Photography	#765	860
"Dublin Institute of Technology"	DT564	International Business and Languages (Italian)	355	385
"Dublin Institute of Technology"	DT565	International Business and Languages (Chinese)	360	380
"Dublin Institute of Technology"	DT571	Social Care	405	430
"Dublin Institute of Technology"	DT572	Early Childhood Education	380	395
"Dublin Institute of Technology"	DT582	Journalism	380	405
"Dublin Institute of Technology"	DT596	Print and Digital Media Technology Management	230	295
"Dublin Institute of Technology"	DT597	Creative and Cultural Industries	315	355
"Dun Laoghaire Institute of Art, Design and Technology"	DL821	English, Media and Cultural Studies	225	320
"Dun Laoghaire Institute of Art, Design and Technology"	DL822	Cultural Enterprise	230	320
"Dun Laoghaire Institute of Art, Design and Technology"	DL823	Business Studies - Entrepreneurship and Management	225	325
"Dun Laoghaire Institute of Art, Design and Technology"	DL825	Applied Psychology	380	415
"Dun Laoghaire Institute of Art, Design and Technology"	DL826	Visual Communication Design	#845	945
"Dun Laoghaire Institute of Art, Design and Technology"	DL827	Art	#667	800
"Dun Laoghaire Institute of Art, Design and Technology"	DL828	3D Design, Modelmaking and Digital Art	#555	820
"Dun Laoghaire Institute of Art, Design and Technology"	DL829	Design for Stage and Screen (Costume Design)	#815	890
"Dun Laoghaire Institute of Art, Design and Technology"	DL830	Design for Stage and Screen (Makeup Design)	#900	990
"Dun Laoghaire Institute of Art, Design and Technology"	DL831	Design for Stage and Screen (Production Design)	#560	790
"Dun Laoghaire Institute of Art, Design and Technology"	DL832	Animation	#800	1005
"Dun Laoghaire Institute of Art, Design and Technology"	DL833	Photography	#655	800
"Dun Laoghaire Institute of Art, Design and Technology"	DL834	Film and Television Production	#880	990
"Dun Laoghaire Institute of Art, Design and Technology"	DL835	Creative Media Technologies	210	340
"Dun Laoghaire Institute of Art, Design and Technology"	DL836	Creative Computing	270	330
"Griffith College"	GC200	Business Studies (Cork)	280	335
"Griffith College"	GC201	Accounting and Finance (Cork)	300	375
"Griffith College"	GC230	Computing Science (Cork)	240	290
"Griffith College"	GC300	Business Studies (Limerick)	260	380
"Griffith College"	GC305	International Hospitality Management (Limerick)	245	350
"Griffith College"	GC400	Business Studies (Dublin)	245	315
"Griffith College"	GC401	Accounting and Finance (Dublin)	215	355
"Griffith College"	GC402	Business Studies (HRM - Dublin)	260	405
"Griffith College"	GC403	Law (Dublin)	240	340
"Griffith College"	GC405	International Hospitality Management (Dublin)	245	280
"Griffith College"	GC407	Business Studies (Marketing - Dublin)	215	294
"Griffith College"	GC430	Computing Science (Dublin)	190	300
"Griffith College"	GC431	Computing Science (Cloud Computing - Dublin)	240	240
"Griffith College"	GC432	Computing Science (Software Development - Dublin)	250	270
"Griffith College"	GC433	Computing Science (Network Management - Dublin)	290	290
"Griffith College"	GC434	Computing Science (Games Development - Dublin)	240	300
"Griffith College"	GC450	Journalism and Visual Media (Dublin)	225	305
"Griffith College"	GC455	Music Production (Dublin - Portfolio)	#330	420
"Griffith College"	GC462	Design Communication (Dublin - Portfolio)	#320	340
"Griffith College"	GC489	Interior Architecture (Dublin)	195	310
"Griffith College"	GC494	Fashion Design (Dublin - Portfolio)	#285	405
"IBAT College Dublin"	BY401	Business		
"ICD Business School"	ID001	Accounting and Finance		
"ICD Business School"	ID002	Business Studies		
"ICD Business School"	ID003	Business Studies with Chinese		
"Institute of Technology, Blanchardstown"	BN101	Business	250	290
"Institute of Technology, Blanchardstown"	BN103	Business and Information Technology	267	305
"Institute of Technology, Blanchardstown"	BN104	Computing (Information Technology)	270	325
"Institute of Technology, Blanchardstown"	BN107	Applied Social Studies in Social Care	310	335
"Institute of Technology, Blanchardstown"	BN108	Engineering (Award options: Computer Engineering, Mechatronics)	310	340
"Institute of Technology, Blanchardstown"	BN109	Business (Common Entry - Acc & Finance,Business,Bus with IT,Intl Bus)	305	317
"Institute of Technology, Blanchardstown"	BN110	International Business	255	290
"Institute of Technology, Blanchardstown"	BN111	Sports Management and Coaching	310	350
"Institute of Technology, Blanchardstown"	BN112	Creative Digital Media	300	333
"Institute of Technology, Blanchardstown"	BN113	Horticulture	255	315
"Institute of Technology, Blanchardstown"	BN114	Accounting and Finance	300	365
"Institute of Technology, Blanchardstown"	BN115	Community and Youth Development	305	345
"Institute of Technology, Blanchardstown"	BN117	Computer Engineering in Mobile Systems	325	335
"Institute of Technology, Blanchardstown"	BN118	Early Childhood Care and Education	300	345
"Institute of Technology, Blanchardstown"	BN119	Digital Marketing	310	335
"Institute of Technology, Blanchardstown"	BN120	Digital Forensics and Cyber Security	300	367
"Institute of Technology, Blanchardstown"	BN121	Mechatronic Engineering	325	360
"Institute of Technology, Tallaght"	 TA021	European Studies	235	295
"Institute of Technology, Tallaght"	 TA022	Creative Digital Media	235	325
"Institute of Technology, Tallaght"	 TA023	Advertising and Marketing Communications	235	315
"Institute of Technology, Tallaght"	 TA025	Social Care Practice	300	325
"Institute of Technology, Tallaght"	 TA026	International Hospitality and Tourism Management	200	295
"Institute of Technology, Tallaght"	 TA121	Accounting and Finance	215	320
"Institute of Technology, Tallaght"	 TA122	Management	245	300
"Institute of Technology, Tallaght"	 TA123	Marketing Management	225	305
"Institute of Technology, Tallaght"	 TA221	Electronic Engineering	215	325
"Institute of Technology, Tallaght"	 TA222	Mechanical Engineering	220	330
"Institute of Technology, Tallaght"	 TA223	Energy Systems Engineering	275	330
"Institute of Technology, Tallaght"	 TA321	Pharmaceutical Science	280	350
"Institute of Technology, Tallaght"	 TA322	Computing (Options:  Software, IT Management, Data analytics, Language)	250	300
"Institute of Technology, Tallaght"	 TA326	DNA and Forensic Analysis	300	350
"Institute of Technology, Tallaght"	 TA327	Sports Science and Health	365	400
"National College of Art and Design"	AD101	1st Year Art and Design (Common Entry)	#407	537
"National College of Art and Design"	AD202	Design or Fine Art, and Education - Second Level Teaching	#545	640
"National College of Art and Design"	AD212	Product Design	#410	592
"National College of Art and Design"	AD215	Visual Culture	325	395
"National College of Ireland (NCI)"	NC003	Computing	310	350
"National College of Ireland (NCI)"	NC004	Business Information Systems	310	340
"National College of Ireland (NCI)"	NC005	Human Resource Management	290	330
"National College of Ireland (NCI)"	NC009	Business	290	350
"National College of Ireland (NCI)"	NC010	Psychology	320	380
"National College of Ireland (NCI)"	NC020	Marketing Practice	200	311
"National College of Ireland (NCI)"	NC022	Accounting and Finance	320	375
