Institution	Code	Course	EOS	Mid
"Institute of Technology, Tralee"	TL880	Early Childhood Care and Education	306	328
"Institute of Technology, Tralee"	TL881	Social Care	318	349
"Institute of Technology, Tralee"	TL889	Counselling with Addiction (mature applicants only)	#	
"Institute of Technology, Tralee"	TL890	General Nursing and Mature Applicants	401	419
"Institute of Technology, Tralee"	TL891	Mental Health Nursing and Mature Applicants	389	398
"Waterford Institute of Technology"	WD001	Applied Computing	288	369
"Waterford Institute of Technology"	WD002	Science	308	359
"Waterford Institute of Technology"	WD005	Health Sciences	290	349
"Waterford Institute of Technology"	WD006	Exercise Sciences	287	337
"Waterford Institute of Technology"	WD025	Construction Management and Engineering	264	322
"Waterford Institute of Technology"	WD027	Music	#262	338
"Waterford Institute of Technology"	WD048	Business	279	347
"Waterford Institute of Technology"	WD084	Accounting	308	362
"Waterford Institute of Technology"	WD091	Hospitality Management	271	297
"Waterford Institute of Technology"	WD116	General Nursing	414	430
"Waterford Institute of Technology"	WD117	Psychiatric Nursing	378*	393
"Waterford Institute of Technology"	WD120	Intellectual Disability Nursing	356	375
"Waterford Institute of Technology"	WD134	International Business	288	329
"Waterford Institute of Technology"	WD137	Design (Visual Communications)	280	343
"Waterford Institute of Technology"	WD140	Laws	290	367
"Waterford Institute of Technology"	WD144	Architecture	283	387
"Waterford Institute of Technology"	WD147	Pharmaceutical Science	306	367
"Waterford Institute of Technology"	WD148	Tourism Marketing	268	298
"Waterford Institute of Technology"	WD149	Early Childhood Studies	288	340
"Waterford Institute of Technology"	WD150	Criminal Justice Studies	270	319
"Waterford Institute of Technology"	WD152	Visual Art	264	357
"Waterford Institute of Technology"	WD161	Computer Forensics and Security	288	358
"Waterford Institute of Technology"	WD162	Quantity Surveying	270	352
"Waterford Institute of Technology"	WD163	Psychology	392	430
"Waterford Institute of Technology"	WD168	Entertainment Systems	251	351
"Waterford Institute of Technology"	WD186	Sports Coaching and Performance	290	318
"Waterford Institute of Technology"	WD187	Social Science	271	328
"Waterford Institute of Technology"	WD191	Agricultural Science	403	429
"Waterford Institute of Technology"	WD192	Social Care Practice	280	319
"Waterford Institute of Technology"	WD193	Marketing and Digital Media	295	348
"Waterford Institute of Technology"	WD194	Culinary Arts	282	320
"Waterford Institute of Technology"	WD195	Architectural and Building Information Modelling Technology	270	360
"Waterford Institute of Technology"	WD197	The Internet of Things	260	329
"Waterford Institute of Technology"	WD200	Arts	220	299
"Waterford Institute of Technology"	WD210	Software Systems Development	289	327
"Waterford Institute of Technology"	WD211	Creative Computing	265	326
"Waterford Institute of Technology"	WD212	Recreation and Sport Management	288	338

